# Force coefficients
# dragDir     : (9.961949e-01 8.715319e-02 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (-8.715319e-02 9.961949e-01 0.000000e+00)
# rollAxis    : (9.961949e-01 8.715319e-02 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (-8.715319e-02 9.961949e-01 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cs            	Cl            	CmRoll        	CmPitch       	CmYaw         	Cd(f)         	Cd(r)         	Cs(f)         	Cs(r)         	Cl(f)         	Cl(r)         
1             	1.166478e+01	-1.101286e-19	2.778917e+01	1.389459e+01	-7.283788e+00	-5.832392e+00	1.972698e+01	-8.062194e+00	-5.832392e+00	5.832392e+00	6.610797e+00	2.117837e+01
2             	4.635295e+00	-4.141954e-20	1.238631e+01	6.193156e+00	-3.334230e+00	-2.317648e+00	8.510804e+00	-3.875509e+00	-2.317648e+00	2.317648e+00	2.858927e+00	9.527386e+00
3             	-9.073451e-01	-7.321680e-21	1.322827e+00	6.614135e-01	-3.600718e-01	4.536726e-01	2.077409e-01	-1.115086e+00	4.536726e-01	-4.536726e-01	3.013417e-01	1.021485e+00
4             	-3.475051e+00	6.258221e-21	-2.369780e+00	-1.184890e+00	5.730144e-01	1.737525e+00	-2.922415e+00	-5.526353e-01	1.737525e+00	-1.737525e+00	-6.118756e-01	-1.757904e+00
5             	-1.871758e+00	6.455763e-21	-1.852846e+00	-9.264228e-01	5.017543e-01	9.358789e-01	-1.862302e+00	-9.456043e-03	9.358789e-01	-9.358789e-01	-4.246685e-01	-1.428177e+00
6             	-2.241320e-01	2.358935e-21	-4.104172e-01	-2.052086e-01	1.673390e-01	1.120660e-01	-3.172746e-01	9.314261e-02	1.120660e-01	-1.120660e-01	-3.786964e-02	-3.725476e-01
7             	4.320690e-01	-6.791639e-22	4.349195e-01	2.174598e-01	-4.604908e-02	-2.160345e-01	4.334942e-01	-1.425281e-03	-2.160345e-01	2.160345e-01	1.714107e-01	2.635088e-01
8             	4.025426e-01	-1.077789e-21	5.152782e-01	2.576391e-01	-6.603973e-02	-2.012713e-01	4.589104e-01	-5.636780e-02	-2.012713e-01	2.012713e-01	1.915994e-01	3.236788e-01
9             	1.597622e-01	-4.285787e-22	2.656202e-01	1.328101e-01	-6.126246e-03	-7.988110e-02	2.126912e-01	-5.292899e-02	-7.988110e-02	7.988110e-02	1.266838e-01	1.389363e-01
10            	-3.819390e-05	5.747877e-23	7.825777e-02	3.912888e-02	3.843881e-02	1.909695e-05	3.910979e-02	-3.914798e-02	1.909695e-05	-1.909695e-05	7.756769e-02	6.900711e-04
11            	-1.744235e-02	9.005615e-23	5.046984e-02	2.523492e-02	4.417496e-02	8.721173e-03	1.651375e-02	-3.395609e-02	8.721173e-03	-8.721173e-03	6.940988e-02	-1.894004e-02
12            	3.091053e-02	-1.023888e-22	1.025126e-01	5.125630e-02	3.149670e-02	-1.545527e-02	6.671156e-02	-3.580103e-02	-1.545527e-02	1.545527e-02	8.275300e-02	1.975960e-02
13            	7.047049e-02	-2.606982e-22	1.506806e-01	7.534028e-02	2.033014e-02	-3.523525e-02	1.105755e-01	-4.010504e-02	-3.523525e-02	3.523525e-02	9.567042e-02	5.501015e-02
14            	8.028460e-02	-3.110322e-22	1.699010e-01	8.495048e-02	1.618289e-02	-4.014230e-02	1.250928e-01	-4.480818e-02	-4.014230e-02	4.014230e-02	1.011334e-01	6.876759e-02
15            	7.410461e-02	-3.013103e-22	1.721828e-01	8.609140e-02	1.600059e-02	-3.705231e-02	1.231437e-01	-4.903909e-02	-3.705231e-02	3.705231e-02	1.020920e-01	7.009081e-02
16            	6.768457e-02	-2.900565e-22	1.729470e-01	8.647348e-02	1.607384e-02	-3.384228e-02	1.203158e-01	-5.263120e-02	-3.384228e-02	3.384228e-02	1.025473e-01	7.039964e-02
17            	6.626028e-02	-2.984286e-22	1.779026e-01	8.895129e-02	1.505884e-02	-3.313014e-02	1.220814e-01	-5.582115e-02	-3.313014e-02	3.313014e-02	1.040101e-01	7.389245e-02
18            	6.796420e-02	-3.199659e-22	1.858258e-01	9.291288e-02	1.328329e-02	-3.398210e-02	1.268950e-01	-5.893078e-02	-3.398210e-02	3.398210e-02	1.061962e-01	7.962959e-02
19            	6.992788e-02	-3.432151e-22	1.941243e-01	9.706213e-02	1.139477e-02	-3.496394e-02	1.320261e-01	-6.209819e-02	-3.496394e-02	3.496394e-02	1.084569e-01	8.566736e-02
20            	7.101561e-02	-3.625816e-22	2.016254e-01	1.008127e-01	9.698553e-03	-3.550781e-02	1.363205e-01	-6.530491e-02	-3.550781e-02	3.550781e-02	1.105113e-01	9.111417e-02
21            	7.144878e-02	-3.778412e-22	2.084057e-01	1.042029e-01	8.184914e-03	-3.572439e-02	1.399272e-01	-6.847846e-02	-3.572439e-02	3.572439e-02	1.123878e-01	9.601794e-02
22            	7.169257e-02	-3.906404e-22	2.148536e-01	1.074268e-01	6.757780e-03	-3.584629e-02	1.432731e-01	-7.158050e-02	-3.584629e-02	3.584629e-02	1.141846e-01	1.006690e-01
23            	7.196828e-02	-4.022133e-22	2.211870e-01	1.105935e-01	5.361022e-03	-3.598414e-02	1.465776e-01	-7.460935e-02	-3.598414e-02	3.598414e-02	1.159545e-01	1.052325e-01
24            	7.227207e-02	-4.129369e-22	2.274231e-01	1.137116e-01	3.991623e-03	-3.613604e-02	1.498476e-01	-7.757553e-02	-3.613604e-02	3.613604e-02	1.177032e-01	1.097199e-01
25            	7.253646e-02	-4.229221e-22	2.335158e-01	1.167579e-01	2.665651e-03	-3.626823e-02	1.530261e-01	-8.048966e-02	-3.626823e-02	3.626823e-02	1.194235e-01	1.140922e-01
26            	7.272767e-02	-4.323153e-22	2.394354e-01	1.197177e-01	1.396830e-03	-3.636383e-02	1.560815e-01	-8.335387e-02	-3.636383e-02	3.636383e-02	1.211145e-01	1.183209e-01
27            	7.284902e-02	-4.413320e-22	2.451867e-01	1.225933e-01	1.900819e-04	-3.642451e-02	1.590178e-01	-8.616882e-02	-3.642451e-02	3.642451e-02	1.227834e-01	1.224032e-01
28            	7.292094e-02	-4.501926e-22	2.507889e-01	1.253944e-01	-9.560530e-04	-3.646047e-02	1.618549e-01	-8.893398e-02	-3.646047e-02	3.646047e-02	1.244384e-01	1.263505e-01
29            	7.295666e-02	-4.590660e-22	2.562586e-01	1.281293e-01	-2.043181e-03	-3.647833e-02	1.646076e-01	-9.165096e-02	-3.647833e-02	3.647833e-02	1.260861e-01	1.301725e-01
30            	7.296528e-02	-4.680378e-22	2.615991e-01	1.307996e-01	-3.073554e-03	-3.648264e-02	1.672822e-01	-9.431693e-02	-3.648264e-02	3.648264e-02	1.277260e-01	1.338731e-01
31            	7.295017e-02	-4.771048e-22	2.668144e-01	1.334072e-01	-4.048923e-03	-3.647508e-02	1.698823e-01	-9.693214e-02	-3.647508e-02	3.647508e-02	1.293583e-01	1.374561e-01
32            	7.291560e-02	-4.862361e-22	2.719132e-01	1.359566e-01	-4.970565e-03	-3.645780e-02	1.724144e-01	-9.949880e-02	-3.645780e-02	3.645780e-02	1.309860e-01	1.409272e-01
33            	7.286652e-02	-4.954337e-22	2.769041e-01	1.384521e-01	-5.840846e-03	-3.643326e-02	1.748853e-01	-1.020188e-01	-3.643326e-02	3.643326e-02	1.326112e-01	1.442929e-01
34            	7.280507e-02	-5.047362e-22	2.817929e-01	1.408965e-01	-6.664111e-03	-3.640253e-02	1.772990e-01	-1.044939e-01	-3.640253e-02	3.640253e-02	1.342324e-01	1.475606e-01
35            	7.273191e-02	-5.142137e-22	2.865844e-01	1.432922e-01	-7.445537e-03	-3.636595e-02	1.796581e-01	-1.069262e-01	-3.636595e-02	3.636595e-02	1.358467e-01	1.507377e-01
36            	7.264647e-02	-5.239003e-22	2.912743e-01	1.456371e-01	-8.186114e-03	-3.632324e-02	1.819604e-01	-1.093139e-01	-3.632324e-02	3.632324e-02	1.374510e-01	1.538233e-01
37            	7.255270e-02	-5.337909e-22	2.958599e-01	1.479300e-01	-8.885699e-03	-3.627635e-02	1.842063e-01	-1.116536e-01	-3.627635e-02	3.627635e-02	1.390443e-01	1.568157e-01
38            	7.245426e-02	-5.438675e-22	3.003419e-01	1.501709e-01	-9.545612e-03	-3.622713e-02	1.863981e-01	-1.139438e-01	-3.622713e-02	3.622713e-02	1.406253e-01	1.597165e-01
39            	7.235198e-02	-5.541103e-22	3.047229e-01	1.523614e-01	-1.017039e-02	-3.617599e-02	1.885374e-01	-1.161854e-01	-3.617599e-02	3.617599e-02	1.421910e-01	1.625318e-01
40            	7.224572e-02	-5.644808e-22	3.090109e-01	1.545055e-01	-1.076518e-02	-3.612286e-02	1.906283e-01	-1.183826e-01	-3.612286e-02	3.612286e-02	1.437403e-01	1.652706e-01
41            	7.213671e-02	-5.749608e-22	3.132089e-01	1.566044e-01	-1.133419e-02	-3.606835e-02	1.926728e-01	-1.205361e-01	-3.606835e-02	3.606835e-02	1.452702e-01	1.679386e-01
42            	7.202512e-02	-5.854467e-22	3.173156e-01	1.586578e-01	-1.187850e-02	-3.601256e-02	1.946704e-01	-1.226452e-01	-3.601256e-02	3.601256e-02	1.467793e-01	1.705363e-01
43            	7.191167e-02	-5.958413e-22	3.213280e-01	1.606640e-01	-1.239794e-02	-3.595583e-02	1.966199e-01	-1.247082e-01	-3.595583e-02	3.595583e-02	1.482661e-01	1.730620e-01
44            	7.179681e-02	-6.060370e-22	3.252469e-01	1.626235e-01	-1.289464e-02	-3.589840e-02	1.985219e-01	-1.267251e-01	-3.589840e-02	3.589840e-02	1.497288e-01	1.755181e-01
45            	7.168095e-02	-6.159546e-22	3.290746e-01	1.645373e-01	-1.337083e-02	-3.584048e-02	2.003778e-01	-1.286968e-01	-3.584048e-02	3.584048e-02	1.511665e-01	1.779081e-01
46            	7.156436e-02	-6.255466e-22	3.328134e-01	1.664067e-01	-1.382791e-02	-3.578218e-02	2.021889e-01	-1.306245e-01	-3.578218e-02	3.578218e-02	1.525788e-01	1.802346e-01
47            	7.144691e-02	-6.347943e-22	3.364632e-01	1.682316e-01	-1.426587e-02	-3.572345e-02	2.039551e-01	-1.325082e-01	-3.572345e-02	3.572345e-02	1.539657e-01	1.824975e-01
48            	7.132759e-02	-6.437095e-22	3.400221e-01	1.700110e-01	-1.468476e-02	-3.566380e-02	2.056748e-01	-1.343472e-01	-3.566380e-02	3.566380e-02	1.553263e-01	1.846958e-01
49            	7.120718e-02	-6.523086e-22	3.434905e-01	1.717453e-01	-1.508431e-02	-3.560359e-02	2.073489e-01	-1.361417e-01	-3.560359e-02	3.560359e-02	1.566610e-01	1.868296e-01
50            	7.108667e-02	-6.606421e-22	3.468671e-01	1.734336e-01	-1.546341e-02	-3.554333e-02	2.089769e-01	-1.378902e-01	-3.554333e-02	3.554333e-02	1.579702e-01	1.888970e-01
51            	7.096712e-02	-6.687529e-22	3.501580e-01	1.750790e-01	-1.582314e-02	-3.548356e-02	2.105625e-01	-1.395954e-01	-3.548356e-02	3.548356e-02	1.592558e-01	1.909021e-01
52            	7.084863e-02	-6.766396e-22	3.533635e-01	1.766818e-01	-1.616329e-02	-3.542431e-02	2.121061e-01	-1.412574e-01	-3.542431e-02	3.542431e-02	1.605185e-01	1.928450e-01
53            	7.073132e-02	-6.843515e-22	3.564843e-01	1.782421e-01	-1.648383e-02	-3.536566e-02	2.136078e-01	-1.428765e-01	-3.536566e-02	3.536566e-02	1.617583e-01	1.947260e-01
54            	7.061554e-02	-6.919293e-22	3.595230e-01	1.797615e-01	-1.678549e-02	-3.530777e-02	2.150693e-01	-1.444537e-01	-3.530777e-02	3.530777e-02	1.629760e-01	1.965470e-01
55            	7.050158e-02	-6.993676e-22	3.624831e-01	1.812415e-01	-1.706910e-02	-3.525079e-02	2.164923e-01	-1.459908e-01	-3.525079e-02	3.525079e-02	1.641724e-01	1.983106e-01
56            	7.038930e-02	-7.066521e-22	3.653673e-01	1.826837e-01	-1.733514e-02	-3.519465e-02	2.178783e-01	-1.474890e-01	-3.519465e-02	3.519465e-02	1.653485e-01	2.000188e-01
57            	7.027865e-02	-7.137785e-22	3.681789e-01	1.840894e-01	-1.758441e-02	-3.513933e-02	2.192288e-01	-1.489501e-01	-3.513933e-02	3.513933e-02	1.665050e-01	2.016738e-01
58            	7.017007e-02	-7.207597e-22	3.709214e-01	1.854607e-01	-1.781792e-02	-3.508503e-02	2.205457e-01	-1.503756e-01	-3.508503e-02	3.508503e-02	1.676428e-01	2.032786e-01
59            	7.006408e-02	-7.275978e-22	3.735992e-01	1.867996e-01	-1.803688e-02	-3.503204e-02	2.218316e-01	-1.517676e-01	-3.503204e-02	3.503204e-02	1.687627e-01	2.048365e-01
60            	6.996047e-02	-7.342934e-22	3.762154e-01	1.881077e-01	-1.824253e-02	-3.498024e-02	2.230880e-01	-1.531275e-01	-3.498024e-02	3.498024e-02	1.698652e-01	2.063503e-01
61            	6.985918e-02	-7.408526e-22	3.787762e-01	1.893881e-01	-1.843706e-02	-3.492959e-02	2.243177e-01	-1.544585e-01	-3.492959e-02	3.492959e-02	1.709511e-01	2.078252e-01
62            	6.976028e-02	-7.472711e-22	3.812838e-01	1.906419e-01	-1.862131e-02	-3.488014e-02	2.255221e-01	-1.557618e-01	-3.488014e-02	3.488014e-02	1.720206e-01	2.092632e-01
63            	6.966380e-02	-7.535428e-22	3.837421e-01	1.918710e-01	-1.879646e-02	-3.483190e-02	2.267029e-01	-1.570392e-01	-3.483190e-02	3.483190e-02	1.730746e-01	2.106675e-01
64            	6.956970e-02	-7.596848e-22	3.861553e-01	1.930776e-01	-1.896352e-02	-3.478485e-02	2.278625e-01	-1.582928e-01	-3.478485e-02	3.478485e-02	1.741141e-01	2.120412e-01
65            	6.947797e-02	-7.657005e-22	3.885269e-01	1.942635e-01	-1.912338e-02	-3.473898e-02	2.290024e-01	-1.595245e-01	-3.473898e-02	3.473898e-02	1.751401e-01	2.133868e-01
66            	6.938873e-02	-7.715980e-22	3.908621e-01	1.954310e-01	-1.927748e-02	-3.469437e-02	2.301254e-01	-1.607367e-01	-3.469437e-02	3.469437e-02	1.761536e-01	2.147085e-01
67            	6.930162e-02	-7.773937e-22	3.931621e-01	1.965810e-01	-1.942610e-02	-3.465081e-02	2.312318e-01	-1.619302e-01	-3.465081e-02	3.465081e-02	1.771549e-01	2.160071e-01
68            	6.921668e-02	-7.831008e-22	3.954321e-01	1.977161e-01	-1.957066e-02	-3.460834e-02	2.323244e-01	-1.631077e-01	-3.460834e-02	3.460834e-02	1.781454e-01	2.172867e-01
69            	6.913385e-02	-7.887343e-22	3.976745e-01	1.988372e-01	-1.971156e-02	-3.456693e-02	2.334042e-01	-1.642703e-01	-3.456693e-02	3.456693e-02	1.791257e-01	2.185488e-01
70            	6.905314e-02	-7.942995e-22	3.998924e-01	1.999462e-01	-1.984961e-02	-3.452657e-02	2.344728e-01	-1.654196e-01	-3.452657e-02	3.452657e-02	1.800966e-01	2.197958e-01
71            	6.897442e-02	-7.998053e-22	4.020896e-01	2.010448e-01	-1.998586e-02	-3.448721e-02	2.355320e-01	-1.665576e-01	-3.448721e-02	3.448721e-02	1.810589e-01	2.210306e-01
72            	6.889766e-02	-8.052560e-22	4.042693e-01	2.021347e-01	-2.012106e-02	-3.444883e-02	2.365835e-01	-1.676858e-01	-3.444883e-02	3.444883e-02	1.820136e-01	2.222557e-01
73            	6.882267e-02	-8.106657e-22	4.064338e-01	2.032169e-01	-2.025566e-02	-3.441134e-02	2.376283e-01	-1.688056e-01	-3.441134e-02	3.441134e-02	1.829613e-01	2.234726e-01
74            	6.874930e-02	-8.160448e-22	4.085856e-01	2.042928e-01	-2.039007e-02	-3.437465e-02	2.386674e-01	-1.699181e-01	-3.437465e-02	3.437465e-02	1.839027e-01	2.246829e-01
75            	6.867748e-02	-8.214047e-22	4.107271e-01	2.053635e-01	-2.052477e-02	-3.433874e-02	2.397023e-01	-1.710248e-01	-3.433874e-02	3.433874e-02	1.848388e-01	2.258883e-01
76            	6.860692e-02	-8.267574e-22	4.128600e-01	2.064300e-01	-2.066005e-02	-3.430346e-02	2.407335e-01	-1.721265e-01	-3.430346e-02	3.430346e-02	1.857699e-01	2.270900e-01
77            	6.853748e-02	-8.321093e-22	4.149863e-01	2.074932e-01	-2.079623e-02	-3.426874e-02	2.417619e-01	-1.732244e-01	-3.426874e-02	3.426874e-02	1.866969e-01	2.282894e-01
78            	6.846907e-02	-8.374615e-22	4.171077e-01	2.085538e-01	-2.093349e-02	-3.423453e-02	2.427884e-01	-1.743193e-01	-3.423453e-02	3.423453e-02	1.876203e-01	2.294873e-01
79            	6.840157e-02	-8.428135e-22	4.192247e-01	2.096123e-01	-2.107175e-02	-3.420078e-02	2.438131e-01	-1.754116e-01	-3.420078e-02	3.420078e-02	1.885406e-01	2.306841e-01
80            	6.833475e-02	-8.481645e-22	4.213381e-01	2.106691e-01	-2.121098e-02	-3.416737e-02	2.448364e-01	-1.765017e-01	-3.416737e-02	3.416737e-02	1.894581e-01	2.318801e-01
81            	6.826847e-02	-8.535152e-22	4.234487e-01	2.117243e-01	-2.135120e-02	-3.413423e-02	2.458586e-01	-1.775901e-01	-3.413423e-02	3.413423e-02	1.903731e-01	2.330755e-01
82            	6.820276e-02	-8.588674e-22	4.255580e-01	2.127790e-01	-2.149266e-02	-3.410138e-02	2.468804e-01	-1.786776e-01	-3.410138e-02	3.410138e-02	1.912863e-01	2.342716e-01
83            	6.813701e-02	-8.642236e-22	4.276622e-01	2.138311e-01	-2.163415e-02	-3.406851e-02	2.478996e-01	-1.797626e-01	-3.406851e-02	3.406851e-02	1.921970e-01	2.354653e-01
84            	6.807135e-02	-8.695778e-22	4.297633e-01	2.148816e-01	-2.177599e-02	-3.403568e-02	2.489173e-01	-1.808460e-01	-3.403568e-02	3.403568e-02	1.931057e-01	2.366576e-01
85            	6.800592e-02	-8.749332e-22	4.318636e-01	2.159318e-01	-2.191867e-02	-3.400296e-02	2.499347e-01	-1.819288e-01	-3.400296e-02	3.400296e-02	1.940131e-01	2.378504e-01
86            	6.794034e-02	-8.802939e-22	4.339599e-01	2.169800e-01	-2.206123e-02	-3.397017e-02	2.509501e-01	-1.830098e-01	-3.397017e-02	3.397017e-02	1.949187e-01	2.390412e-01
87            	6.787461e-02	-8.856576e-22	4.360525e-01	2.180263e-01	-2.220358e-02	-3.393730e-02	2.519636e-01	-1.840890e-01	-3.393730e-02	3.393730e-02	1.958227e-01	2.402299e-01
88            	6.780881e-02	-8.910218e-22	4.381420e-01	2.190710e-01	-2.234577e-02	-3.390441e-02	2.529754e-01	-1.851666e-01	-3.390441e-02	3.390441e-02	1.967252e-01	2.414167e-01
89            	6.774267e-02	-8.963825e-22	4.402252e-01	2.201126e-01	-2.248692e-02	-3.387134e-02	2.539839e-01	-1.862413e-01	-3.387134e-02	3.387134e-02	1.976257e-01	2.425995e-01
90            	6.767627e-02	-9.017338e-22	4.423026e-01	2.211513e-01	-2.262706e-02	-3.383813e-02	2.549894e-01	-1.873132e-01	-3.383813e-02	3.383813e-02	1.985243e-01	2.437784e-01
91            	6.760962e-02	-9.070734e-22	4.443741e-01	2.221870e-01	-2.276609e-02	-3.380481e-02	2.559918e-01	-1.883822e-01	-3.380481e-02	3.380481e-02	1.994210e-01	2.449531e-01
92            	6.754267e-02	-9.123979e-22	4.464387e-01	2.232194e-01	-2.290375e-02	-3.377134e-02	2.569907e-01	-1.894480e-01	-3.377134e-02	3.377134e-02	2.003156e-01	2.461231e-01
93            	6.747539e-02	-9.177043e-22	4.484957e-01	2.242479e-01	-2.303977e-02	-3.373769e-02	2.579855e-01	-1.905102e-01	-3.373769e-02	3.373769e-02	2.012081e-01	2.472876e-01
94            	6.740769e-02	-9.229920e-22	4.505447e-01	2.252724e-01	-2.317394e-02	-3.370385e-02	2.589762e-01	-1.915685e-01	-3.370385e-02	3.370385e-02	2.020984e-01	2.484463e-01
95            	6.733949e-02	-9.282570e-22	4.525836e-01	2.262918e-01	-2.330574e-02	-3.366974e-02	2.599615e-01	-1.926220e-01	-3.366974e-02	3.366974e-02	2.029861e-01	2.495975e-01
96            	6.727082e-02	-9.334958e-22	4.546122e-01	2.273061e-01	-2.343519e-02	-3.363541e-02	2.609415e-01	-1.936707e-01	-3.363541e-02	3.363541e-02	2.038709e-01	2.507413e-01
97            	6.720166e-02	-9.387083e-22	4.566302e-01	2.283151e-01	-2.356216e-02	-3.360083e-02	2.619159e-01	-1.947143e-01	-3.360083e-02	3.360083e-02	2.047530e-01	2.518773e-01
98            	6.713193e-02	-9.438949e-22	4.586367e-01	2.293184e-01	-2.368640e-02	-3.356597e-02	2.628843e-01	-1.957524e-01	-3.356597e-02	3.356597e-02	2.056320e-01	2.530047e-01
99            	6.706162e-02	-9.490530e-22	4.606308e-01	2.303154e-01	-2.380767e-02	-3.353081e-02	2.638462e-01	-1.967846e-01	-3.353081e-02	3.353081e-02	2.065077e-01	2.541231e-01
100           	6.699067e-02	-9.541803e-22	4.626118e-01	2.313059e-01	-2.392579e-02	-3.349533e-02	2.648012e-01	-1.978106e-01	-3.349533e-02	3.349533e-02	2.073801e-01	2.552317e-01
101           	6.691905e-02	-9.592740e-22	4.645790e-01	2.322895e-01	-2.404062e-02	-3.345953e-02	2.657490e-01	-1.988300e-01	-3.345953e-02	3.345953e-02	2.082489e-01	2.563301e-01
102           	6.684677e-02	-9.643324e-22	4.665319e-01	2.332659e-01	-2.415205e-02	-3.342339e-02	2.666893e-01	-1.998426e-01	-3.342339e-02	3.342339e-02	2.091139e-01	2.574180e-01
103           	6.677380e-02	-9.693542e-22	4.684700e-01	2.342350e-01	-2.425995e-02	-3.338690e-02	2.676219e-01	-2.008481e-01	-3.338690e-02	3.338690e-02	2.099750e-01	2.584950e-01
104           	6.670017e-02	-9.743359e-22	4.703927e-01	2.351963e-01	-2.436422e-02	-3.335009e-02	2.685464e-01	-2.018463e-01	-3.335009e-02	3.335009e-02	2.108321e-01	2.595606e-01
105           	6.662585e-02	-9.792739e-22	4.722995e-01	2.361497e-01	-2.446473e-02	-3.331293e-02	2.694627e-01	-2.028368e-01	-3.331293e-02	3.331293e-02	2.116850e-01	2.606145e-01
106           	6.655079e-02	-9.841660e-22	4.741898e-01	2.370949e-01	-2.456135e-02	-3.327540e-02	2.703703e-01	-2.038195e-01	-3.327540e-02	3.327540e-02	2.125335e-01	2.616563e-01
107           	6.647500e-02	-9.890078e-22	4.760633e-01	2.380316e-01	-2.465401e-02	-3.323750e-02	2.712691e-01	-2.047941e-01	-3.323750e-02	3.323750e-02	2.133776e-01	2.626857e-01
108           	6.639843e-02	-9.937960e-22	4.779194e-01	2.389597e-01	-2.474257e-02	-3.319922e-02	2.721589e-01	-2.057605e-01	-3.319922e-02	3.319922e-02	2.142171e-01	2.637023e-01
109           	6.632113e-02	-9.985304e-22	4.797582e-01	2.398791e-01	-2.482706e-02	-3.316056e-02	2.730397e-01	-2.067185e-01	-3.316056e-02	3.316056e-02	2.150520e-01	2.647062e-01
110           	6.624305e-02	-1.003212e-21	4.815792e-01	2.407896e-01	-2.490737e-02	-3.312152e-02	2.739111e-01	-2.076681e-01	-3.312152e-02	3.312152e-02	2.158822e-01	2.656970e-01
111           	6.616417e-02	-1.007836e-21	4.833821e-01	2.416910e-01	-2.498345e-02	-3.308208e-02	2.747731e-01	-2.086090e-01	-3.308208e-02	3.308208e-02	2.167076e-01	2.666745e-01
112           	6.608450e-02	-1.012401e-21	4.851667e-01	2.425833e-01	-2.505527e-02	-3.304225e-02	2.756256e-01	-2.095411e-01	-3.304225e-02	3.304225e-02	2.175281e-01	2.676386e-01
113           	6.600405e-02	-1.016909e-21	4.869327e-01	2.434664e-01	-2.512280e-02	-3.300202e-02	2.764684e-01	-2.104643e-01	-3.300202e-02	3.300202e-02	2.183436e-01	2.685892e-01
114           	6.592280e-02	-1.021359e-21	4.886802e-01	2.443401e-01	-2.518608e-02	-3.296140e-02	2.773015e-01	-2.113787e-01	-3.296140e-02	3.296140e-02	2.191540e-01	2.695262e-01
115           	6.584079e-02	-1.025748e-21	4.904092e-01	2.452046e-01	-2.524517e-02	-3.292039e-02	2.781250e-01	-2.122842e-01	-3.292039e-02	3.292039e-02	2.199594e-01	2.704498e-01
116           	6.575789e-02	-1.030077e-21	4.921189e-01	2.460594e-01	-2.529984e-02	-3.287895e-02	2.789384e-01	-2.131805e-01	-3.287895e-02	3.287895e-02	2.207596e-01	2.713593e-01
117           	6.567417e-02	-1.034347e-21	4.938094e-01	2.469047e-01	-2.535021e-02	-3.283708e-02	2.797418e-01	-2.140676e-01	-3.283708e-02	3.283708e-02	2.215545e-01	2.722549e-01
118           	6.558965e-02	-1.038559e-21	4.954809e-01	2.477405e-01	-2.539638e-02	-3.279482e-02	2.805353e-01	-2.149456e-01	-3.279482e-02	3.279482e-02	2.223441e-01	2.731368e-01
119           	6.550439e-02	-1.042714e-21	4.971333e-01	2.485666e-01	-2.543843e-02	-3.275220e-02	2.813188e-01	-2.158145e-01	-3.275220e-02	3.275220e-02	2.231282e-01	2.740051e-01
120           	6.541840e-02	-1.046812e-21	4.987665e-01	2.493832e-01	-2.547641e-02	-3.270920e-02	2.820924e-01	-2.166740e-01	-3.270920e-02	3.270920e-02	2.239068e-01	2.748596e-01
121           	6.533168e-02	-1.050851e-21	5.003803e-01	2.501902e-01	-2.551036e-02	-3.266584e-02	2.828560e-01	-2.175243e-01	-3.266584e-02	3.266584e-02	2.246798e-01	2.757005e-01
122           	6.524420e-02	-1.054835e-21	5.019748e-01	2.509874e-01	-2.554027e-02	-3.262210e-02	2.836095e-01	-2.183653e-01	-3.262210e-02	3.262210e-02	2.254471e-01	2.765277e-01
123           	6.515595e-02	-1.058772e-21	5.035499e-01	2.517749e-01	-2.556622e-02	-3.257797e-02	2.843529e-01	-2.191970e-01	-3.257797e-02	3.257797e-02	2.262087e-01	2.773411e-01
124           	6.506695e-02	-1.062666e-21	5.051055e-01	2.525528e-01	-2.558827e-02	-3.253347e-02	2.850862e-01	-2.200193e-01	-3.253347e-02	3.253347e-02	2.269645e-01	2.781410e-01
125           	6.497723e-02	-1.066519e-21	5.066417e-01	2.533208e-01	-2.560649e-02	-3.248861e-02	2.858095e-01	-2.208322e-01	-3.248861e-02	3.248861e-02	2.277144e-01	2.789273e-01
126           	6.488681e-02	-1.070341e-21	5.081582e-01	2.540791e-01	-2.562091e-02	-3.244340e-02	2.865225e-01	-2.216357e-01	-3.244340e-02	3.244340e-02	2.284582e-01	2.797000e-01
127           	6.479574e-02	-1.074124e-21	5.096554e-01	2.548277e-01	-2.563170e-02	-3.239787e-02	2.872255e-01	-2.224298e-01	-3.239787e-02	3.239787e-02	2.291960e-01	2.804594e-01
128           	6.470403e-02	-1.077869e-21	5.111329e-01	2.555665e-01	-2.563883e-02	-3.235202e-02	2.879185e-01	-2.232144e-01	-3.235202e-02	3.235202e-02	2.299276e-01	2.812053e-01
129           	6.461172e-02	-1.081577e-21	5.125907e-01	2.562954e-01	-2.564233e-02	-3.230586e-02	2.886012e-01	-2.239895e-01	-3.230586e-02	3.230586e-02	2.306530e-01	2.819377e-01
130           	6.451882e-02	-1.085246e-21	5.140288e-01	2.570144e-01	-2.564230e-02	-3.225941e-02	2.892738e-01	-2.247550e-01	-3.225941e-02	3.225941e-02	2.313721e-01	2.826567e-01
131           	6.442534e-02	-1.088875e-21	5.154472e-01	2.577236e-01	-2.563878e-02	-3.221267e-02	2.899363e-01	-2.255109e-01	-3.221267e-02	3.221267e-02	2.320848e-01	2.833624e-01
