# Force coefficients
# dragDir     : (9.961949e-01 8.715319e-02 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (-8.715319e-02 9.961949e-01 0.000000e+00)
# rollAxis    : (9.961949e-01 8.715319e-02 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (-8.715319e-02 9.961949e-01 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cs            	Cl            	CmRoll        	CmPitch       	CmYaw         	Cd(f)         	Cd(r)         	Cs(f)         	Cs(r)         	Cl(f)         	Cl(r)         
625           	4.661905e-02	-1.146120e-21	5.358937e-01	2.679469e-01	-3.030186e-03	-2.330953e-02	2.912564e-01	-2.446373e-01	-2.330953e-02	2.330953e-02	2.649167e-01	2.709771e-01
626           	4.660899e-02	-1.146112e-21	5.358720e-01	2.679360e-01	-3.029510e-03	-2.330450e-02	2.912405e-01	-2.446315e-01	-2.330450e-02	2.330450e-02	2.649065e-01	2.709655e-01
627           	4.659894e-02	-1.146103e-21	5.358502e-01	2.679251e-01	-3.028827e-03	-2.329947e-02	2.912246e-01	-2.446256e-01	-2.329947e-02	2.329947e-02	2.648963e-01	2.709539e-01
628           	4.658888e-02	-1.146093e-21	5.358284e-01	2.679142e-01	-3.028138e-03	-2.329444e-02	2.912086e-01	-2.446197e-01	-2.329444e-02	2.329444e-02	2.648860e-01	2.709423e-01
629           	4.657882e-02	-1.146081e-21	5.358065e-01	2.679032e-01	-3.027443e-03	-2.328941e-02	2.911926e-01	-2.446138e-01	-2.328941e-02	2.328941e-02	2.648758e-01	2.709307e-01
630           	4.656877e-02	-1.146070e-21	5.357845e-01	2.678922e-01	-3.026743e-03	-2.328438e-02	2.911766e-01	-2.446079e-01	-2.328438e-02	2.328438e-02	2.648655e-01	2.709190e-01
631           	4.655870e-02	-1.146058e-21	5.357625e-01	2.678812e-01	-3.026036e-03	-2.327935e-02	2.911606e-01	-2.446019e-01	-2.327935e-02	2.327935e-02	2.648552e-01	2.709073e-01
632           	4.654863e-02	-1.146046e-21	5.357404e-01	2.678702e-01	-3.025323e-03	-2.327432e-02	2.911445e-01	-2.445959e-01	-2.327432e-02	2.327432e-02	2.648449e-01	2.708955e-01
633           	4.653854e-02	-1.146033e-21	5.357183e-01	2.678592e-01	-3.024604e-03	-2.326927e-02	2.911284e-01	-2.445899e-01	-2.326927e-02	2.326927e-02	2.648346e-01	2.708838e-01
634           	4.652844e-02	-1.146020e-21	5.356962e-01	2.678481e-01	-3.023879e-03	-2.326422e-02	2.911123e-01	-2.445839e-01	-2.326422e-02	2.326422e-02	2.648242e-01	2.708720e-01
635           	4.651833e-02	-1.146006e-21	5.356740e-01	2.678370e-01	-3.023147e-03	-2.325917e-02	2.910962e-01	-2.445778e-01	-2.325917e-02	2.325917e-02	2.648139e-01	2.708601e-01
636           	4.650822e-02	-1.145992e-21	5.356518e-01	2.678259e-01	-3.022408e-03	-2.325411e-02	2.910800e-01	-2.445718e-01	-2.325411e-02	2.325411e-02	2.648035e-01	2.708483e-01
637           	4.649810e-02	-1.145977e-21	5.356295e-01	2.678147e-01	-3.021662e-03	-2.324905e-02	2.910638e-01	-2.445657e-01	-2.324905e-02	2.324905e-02	2.647931e-01	2.708364e-01
638           	4.648798e-02	-1.145961e-21	5.356071e-01	2.678036e-01	-3.020909e-03	-2.324399e-02	2.910476e-01	-2.445596e-01	-2.324399e-02	2.324399e-02	2.647827e-01	2.708245e-01
639           	4.647785e-02	-1.145945e-21	5.355847e-01	2.677924e-01	-3.020150e-03	-2.323892e-02	2.910313e-01	-2.445534e-01	-2.323892e-02	2.323892e-02	2.647722e-01	2.708125e-01
640           	4.646771e-02	-1.145928e-21	5.355623e-01	2.677811e-01	-3.019383e-03	-2.323386e-02	2.910150e-01	-2.445473e-01	-2.323386e-02	2.323386e-02	2.647618e-01	2.708005e-01
641           	4.645758e-02	-1.145911e-21	5.355398e-01	2.677699e-01	-3.018608e-03	-2.322879e-02	2.909987e-01	-2.445411e-01	-2.322879e-02	2.322879e-02	2.647513e-01	2.707885e-01
642           	4.644743e-02	-1.145893e-21	5.355172e-01	2.677586e-01	-3.017825e-03	-2.322372e-02	2.909823e-01	-2.445349e-01	-2.322372e-02	2.322372e-02	2.647408e-01	2.707764e-01
643           	4.643729e-02	-1.145874e-21	5.354947e-01	2.677473e-01	-3.017034e-03	-2.321864e-02	2.909660e-01	-2.445287e-01	-2.321864e-02	2.321864e-02	2.647303e-01	2.707644e-01
644           	4.642714e-02	-1.145855e-21	5.354720e-01	2.677360e-01	-3.016235e-03	-2.321357e-02	2.909496e-01	-2.445224e-01	-2.321357e-02	2.321357e-02	2.647198e-01	2.707522e-01
645           	4.641699e-02	-1.145836e-21	5.354493e-01	2.677247e-01	-3.015428e-03	-2.320849e-02	2.909332e-01	-2.445162e-01	-2.320849e-02	2.320849e-02	2.647092e-01	2.707401e-01
646           	4.640683e-02	-1.145817e-21	5.354266e-01	2.677133e-01	-3.014614e-03	-2.320341e-02	2.909167e-01	-2.445099e-01	-2.320341e-02	2.320341e-02	2.646987e-01	2.707279e-01
647           	4.639667e-02	-1.145796e-21	5.354038e-01	2.677019e-01	-3.013791e-03	-2.319833e-02	2.909002e-01	-2.445036e-01	-2.319833e-02	2.319833e-02	2.646881e-01	2.707157e-01
648           	4.638649e-02	-1.145776e-21	5.353810e-01	2.676905e-01	-3.012962e-03	-2.319324e-02	2.908837e-01	-2.444972e-01	-2.319324e-02	2.319324e-02	2.646775e-01	2.707035e-01
649           	4.637630e-02	-1.145755e-21	5.353581e-01	2.676790e-01	-3.012123e-03	-2.318815e-02	2.908672e-01	-2.444909e-01	-2.318815e-02	2.318815e-02	2.646669e-01	2.706912e-01
650           	4.636612e-02	-1.145734e-21	5.353352e-01	2.676676e-01	-3.011274e-03	-2.318306e-02	2.908506e-01	-2.444845e-01	-2.318306e-02	2.318306e-02	2.646563e-01	2.706789e-01
651           	4.635592e-02	-1.145712e-21	5.353122e-01	2.676561e-01	-3.010418e-03	-2.317796e-02	2.908341e-01	-2.444781e-01	-2.317796e-02	2.317796e-02	2.646457e-01	2.706665e-01
652           	4.634572e-02	-1.145690e-21	5.352892e-01	2.676446e-01	-3.009552e-03	-2.317286e-02	2.908174e-01	-2.444717e-01	-2.317286e-02	2.317286e-02	2.646350e-01	2.706541e-01
653           	4.633551e-02	-1.145668e-21	5.352661e-01	2.676330e-01	-3.008678e-03	-2.316776e-02	2.908008e-01	-2.444653e-01	-2.316776e-02	2.316776e-02	2.646244e-01	2.706417e-01
654           	4.632531e-02	-1.145644e-21	5.352430e-01	2.676215e-01	-3.007793e-03	-2.316265e-02	2.907841e-01	-2.444588e-01	-2.316265e-02	2.316265e-02	2.646137e-01	2.706293e-01
655           	4.631508e-02	-1.145621e-21	5.352198e-01	2.676099e-01	-3.006903e-03	-2.315754e-02	2.907674e-01	-2.444524e-01	-2.315754e-02	2.315754e-02	2.646030e-01	2.706168e-01
656           	4.630486e-02	-1.145598e-21	5.351966e-01	2.675983e-01	-3.006002e-03	-2.315243e-02	2.907507e-01	-2.444458e-01	-2.315243e-02	2.315243e-02	2.645923e-01	2.706043e-01
657           	4.629464e-02	-1.145573e-21	5.351733e-01	2.675866e-01	-3.005092e-03	-2.314732e-02	2.907340e-01	-2.444393e-01	-2.314732e-02	2.314732e-02	2.645815e-01	2.705917e-01
658           	4.628441e-02	-1.145549e-21	5.351499e-01	2.675750e-01	-3.004176e-03	-2.314220e-02	2.907172e-01	-2.444327e-01	-2.314220e-02	2.314220e-02	2.645708e-01	2.705791e-01
659           	4.627417e-02	-1.145524e-21	5.351265e-01	2.675632e-01	-3.003249e-03	-2.313709e-02	2.907003e-01	-2.444262e-01	-2.313709e-02	2.313709e-02	2.645600e-01	2.705665e-01
660           	4.626394e-02	-1.145498e-21	5.351030e-01	2.675515e-01	-3.002311e-03	-2.313197e-02	2.906835e-01	-2.444195e-01	-2.313197e-02	2.313197e-02	2.645492e-01	2.705538e-01
661           	4.625367e-02	-1.145465e-21	5.350795e-01	2.675398e-01	-3.001368e-03	-2.312684e-02	2.906666e-01	-2.444129e-01	-2.312684e-02	2.312684e-02	2.645384e-01	2.705411e-01
662           	4.624340e-02	-1.145433e-21	5.350559e-01	2.675280e-01	-3.000416e-03	-2.312170e-02	2.906497e-01	-2.444063e-01	-2.312170e-02	2.312170e-02	2.645276e-01	2.705284e-01
663           	4.623313e-02	-1.145404e-21	5.350323e-01	2.675162e-01	-2.999452e-03	-2.311657e-02	2.906327e-01	-2.443996e-01	-2.311657e-02	2.311657e-02	2.645167e-01	2.705156e-01
664           	4.622288e-02	-1.145376e-21	5.350086e-01	2.675043e-01	-2.998476e-03	-2.311144e-02	2.906158e-01	-2.443929e-01	-2.311144e-02	2.311144e-02	2.645058e-01	2.705028e-01
665           	4.621259e-02	-1.145339e-21	5.349849e-01	2.674925e-01	-2.997492e-03	-2.310630e-02	2.905988e-01	-2.443862e-01	-2.310630e-02	2.310630e-02	2.644950e-01	2.704900e-01
666           	4.620230e-02	-1.145307e-21	5.349612e-01	2.674806e-01	-2.996500e-03	-2.310115e-02	2.905817e-01	-2.443794e-01	-2.310115e-02	2.310115e-02	2.644841e-01	2.704771e-01
667           	4.619203e-02	-1.145278e-21	5.349373e-01	2.674687e-01	-2.995495e-03	-2.309602e-02	2.905647e-01	-2.443726e-01	-2.309602e-02	2.309602e-02	2.644732e-01	2.704642e-01
668           	4.618176e-02	-1.145244e-21	5.349135e-01	2.674567e-01	-2.994478e-03	-2.309088e-02	2.905476e-01	-2.443658e-01	-2.309088e-02	2.309088e-02	2.644622e-01	2.704512e-01
669           	4.617148e-02	-1.145215e-21	5.348895e-01	2.674448e-01	-2.993455e-03	-2.308574e-02	2.905305e-01	-2.443590e-01	-2.308574e-02	2.308574e-02	2.644513e-01	2.704382e-01
670           	4.616117e-02	-1.145179e-21	5.348656e-01	2.674328e-01	-2.992422e-03	-2.308059e-02	2.905134e-01	-2.443522e-01	-2.308059e-02	2.308059e-02	2.644404e-01	2.704252e-01
671           	4.615088e-02	-1.145147e-21	5.348415e-01	2.674208e-01	-2.991378e-03	-2.307544e-02	2.904962e-01	-2.443453e-01	-2.307544e-02	2.307544e-02	2.644294e-01	2.704121e-01
672           	4.614060e-02	-1.145118e-21	5.348174e-01	2.674087e-01	-2.990321e-03	-2.307030e-02	2.904790e-01	-2.443384e-01	-2.307030e-02	2.307030e-02	2.644184e-01	2.703990e-01
673           	4.613030e-02	-1.145077e-21	5.347933e-01	2.673967e-01	-2.989254e-03	-2.306515e-02	2.904618e-01	-2.443315e-01	-2.306515e-02	2.306515e-02	2.644074e-01	2.703859e-01
674           	4.612000e-02	-1.145041e-21	5.347691e-01	2.673846e-01	-2.988179e-03	-2.306000e-02	2.904446e-01	-2.443246e-01	-2.306000e-02	2.306000e-02	2.643964e-01	2.703727e-01
675           	4.610970e-02	-1.145015e-21	5.347449e-01	2.673724e-01	-2.987094e-03	-2.305485e-02	2.904273e-01	-2.443176e-01	-2.305485e-02	2.305485e-02	2.643854e-01	2.703595e-01
676           	4.609937e-02	-1.144977e-21	5.347206e-01	2.673603e-01	-2.986000e-03	-2.304969e-02	2.904100e-01	-2.443106e-01	-2.304969e-02	2.304969e-02	2.643743e-01	2.703463e-01
677           	4.608905e-02	-1.144946e-21	5.346963e-01	2.673481e-01	-2.984894e-03	-2.304453e-02	2.903927e-01	-2.443036e-01	-2.304453e-02	2.304453e-02	2.643632e-01	2.703330e-01
678           	4.607876e-02	-1.144921e-21	5.346719e-01	2.673359e-01	-2.983775e-03	-2.303938e-02	2.903753e-01	-2.442965e-01	-2.303938e-02	2.303938e-02	2.643522e-01	2.703197e-01
679           	4.606843e-02	-1.144880e-21	5.346474e-01	2.673237e-01	-2.982647e-03	-2.303422e-02	2.903579e-01	-2.442895e-01	-2.303422e-02	2.303422e-02	2.643411e-01	2.703064e-01
680           	4.605811e-02	-1.144846e-21	5.346229e-01	2.673115e-01	-2.981509e-03	-2.302906e-02	2.903405e-01	-2.442824e-01	-2.302906e-02	2.302906e-02	2.643299e-01	2.702930e-01
681           	4.604782e-02	-1.144820e-21	5.345983e-01	2.672992e-01	-2.980360e-03	-2.302391e-02	2.903231e-01	-2.442753e-01	-2.302391e-02	2.302391e-02	2.643188e-01	2.702795e-01
682           	4.603748e-02	-1.144779e-21	5.345737e-01	2.672869e-01	-2.979202e-03	-2.301874e-02	2.903056e-01	-2.442681e-01	-2.301874e-02	2.301874e-02	2.643077e-01	2.702661e-01
683           	4.602716e-02	-1.144745e-21	5.345490e-01	2.672745e-01	-2.978035e-03	-2.301358e-02	2.902881e-01	-2.442609e-01	-2.301358e-02	2.301358e-02	2.642965e-01	2.702526e-01
684           	4.601685e-02	-1.144714e-21	5.345243e-01	2.672622e-01	-2.976854e-03	-2.300842e-02	2.902706e-01	-2.442537e-01	-2.300842e-02	2.300842e-02	2.642853e-01	2.702390e-01
685           	4.600651e-02	-1.144675e-21	5.344995e-01	2.672498e-01	-2.975664e-03	-2.300326e-02	2.902530e-01	-2.442465e-01	-2.300326e-02	2.300326e-02	2.642741e-01	2.702254e-01
686           	4.599619e-02	-1.144644e-21	5.344747e-01	2.672373e-01	-2.974463e-03	-2.299810e-02	2.902354e-01	-2.442392e-01	-2.299810e-02	2.299810e-02	2.642629e-01	2.702118e-01
687           	4.598586e-02	-1.144605e-21	5.344498e-01	2.672249e-01	-2.973250e-03	-2.299293e-02	2.902178e-01	-2.442320e-01	-2.299293e-02	2.299293e-02	2.642516e-01	2.701981e-01
688           	4.597551e-02	-1.144583e-21	5.344248e-01	2.672124e-01	-2.972030e-03	-2.298776e-02	2.902002e-01	-2.442247e-01	-2.298776e-02	2.298776e-02	2.642404e-01	2.701844e-01
689           	4.596516e-02	-1.144547e-21	5.343998e-01	2.671999e-01	-2.970797e-03	-2.298258e-02	2.901825e-01	-2.442173e-01	-2.298258e-02	2.298258e-02	2.642291e-01	2.701707e-01
690           	4.595482e-02	-1.144515e-21	5.343748e-01	2.671874e-01	-2.969553e-03	-2.297741e-02	2.901648e-01	-2.442100e-01	-2.297741e-02	2.297741e-02	2.642178e-01	2.701569e-01
691           	4.594447e-02	-1.144477e-21	5.343497e-01	2.671748e-01	-2.968298e-03	-2.297223e-02	2.901471e-01	-2.442026e-01	-2.297223e-02	2.297223e-02	2.642065e-01	2.701431e-01
692           	4.593412e-02	-1.144446e-21	5.343245e-01	2.671623e-01	-2.967033e-03	-2.296706e-02	2.901293e-01	-2.441952e-01	-2.296706e-02	2.296706e-02	2.641952e-01	2.701293e-01
693           	4.592375e-02	-1.144416e-21	5.342993e-01	2.671497e-01	-2.965757e-03	-2.296187e-02	2.901115e-01	-2.441878e-01	-2.296187e-02	2.296187e-02	2.641839e-01	2.701154e-01
694           	4.591339e-02	-1.144389e-21	5.342740e-01	2.671370e-01	-2.964470e-03	-2.295670e-02	2.900937e-01	-2.441803e-01	-2.295670e-02	2.295670e-02	2.641726e-01	2.701015e-01
695           	4.590302e-02	-1.144345e-21	5.342488e-01	2.671244e-01	-2.963172e-03	-2.295151e-02	2.900759e-01	-2.441729e-01	-2.295151e-02	2.295151e-02	2.641612e-01	2.700875e-01
696           	4.589266e-02	-1.144318e-21	5.342234e-01	2.671117e-01	-2.961860e-03	-2.294633e-02	2.900580e-01	-2.441654e-01	-2.294633e-02	2.294633e-02	2.641498e-01	2.700736e-01
697           	4.588228e-02	-1.144278e-21	5.341980e-01	2.670990e-01	-2.960542e-03	-2.294114e-02	2.900401e-01	-2.441579e-01	-2.294114e-02	2.294114e-02	2.641385e-01	2.700595e-01
698           	4.587192e-02	-1.144240e-21	5.341725e-01	2.670863e-01	-2.959211e-03	-2.293596e-02	2.900222e-01	-2.441503e-01	-2.293596e-02	2.293596e-02	2.641271e-01	2.700455e-01
699           	4.586154e-02	-1.144212e-21	5.341470e-01	2.670735e-01	-2.957868e-03	-2.293077e-02	2.900043e-01	-2.441427e-01	-2.293077e-02	2.293077e-02	2.641156e-01	2.700314e-01
700           	4.585115e-02	-1.144187e-21	5.341214e-01	2.670607e-01	-2.956520e-03	-2.292558e-02	2.899863e-01	-2.441351e-01	-2.292558e-02	2.292558e-02	2.641042e-01	2.700172e-01
701           	4.584076e-02	-1.144138e-21	5.340958e-01	2.670479e-01	-2.955160e-03	-2.292038e-02	2.899683e-01	-2.441275e-01	-2.292038e-02	2.292038e-02	2.640927e-01	2.700031e-01
702           	4.583039e-02	-1.144110e-21	5.340701e-01	2.670350e-01	-2.953786e-03	-2.291519e-02	2.899502e-01	-2.441198e-01	-2.291519e-02	2.291519e-02	2.640813e-01	2.699888e-01
703           	4.582000e-02	-1.144067e-21	5.340443e-01	2.670222e-01	-2.952403e-03	-2.291000e-02	2.899322e-01	-2.441122e-01	-2.291000e-02	2.291000e-02	2.640698e-01	2.699746e-01
704           	4.580962e-02	-1.144034e-21	5.340185e-01	2.670093e-01	-2.951009e-03	-2.290481e-02	2.899141e-01	-2.441044e-01	-2.290481e-02	2.290481e-02	2.640582e-01	2.699603e-01
705           	4.579924e-02	-1.143991e-21	5.339927e-01	2.669963e-01	-2.949602e-03	-2.289962e-02	2.898959e-01	-2.440967e-01	-2.289962e-02	2.289962e-02	2.640467e-01	2.699459e-01
706           	4.578885e-02	-1.143962e-21	5.339667e-01	2.669834e-01	-2.948188e-03	-2.289442e-02	2.898778e-01	-2.440889e-01	-2.289442e-02	2.289442e-02	2.640352e-01	2.699316e-01
707           	4.577844e-02	-1.143913e-21	5.339408e-01	2.669704e-01	-2.946763e-03	-2.288922e-02	2.898596e-01	-2.440812e-01	-2.288922e-02	2.288922e-02	2.640236e-01	2.699171e-01
708           	4.576804e-02	-1.143889e-21	5.339147e-01	2.669574e-01	-2.945325e-03	-2.288402e-02	2.898414e-01	-2.440733e-01	-2.288402e-02	2.288402e-02	2.640120e-01	2.699027e-01
709           	4.575765e-02	-1.143846e-21	5.338886e-01	2.669443e-01	-2.943876e-03	-2.287882e-02	2.898231e-01	-2.440655e-01	-2.287882e-02	2.287882e-02	2.640004e-01	2.698882e-01
710           	4.574727e-02	-1.143800e-21	5.338625e-01	2.669312e-01	-2.942420e-03	-2.287363e-02	2.898049e-01	-2.440576e-01	-2.287363e-02	2.287363e-02	2.639888e-01	2.698737e-01
711           	4.573684e-02	-1.143767e-21	5.338363e-01	2.669182e-01	-2.940953e-03	-2.286842e-02	2.897866e-01	-2.440497e-01	-2.286842e-02	2.286842e-02	2.639772e-01	2.698591e-01
712           	4.572642e-02	-1.143729e-21	5.338101e-01	2.669050e-01	-2.939473e-03	-2.286321e-02	2.897682e-01	-2.440418e-01	-2.286321e-02	2.286321e-02	2.639656e-01	2.698445e-01
713           	4.571602e-02	-1.143681e-21	5.337838e-01	2.668919e-01	-2.937982e-03	-2.285801e-02	2.897499e-01	-2.440339e-01	-2.285801e-02	2.285801e-02	2.639539e-01	2.698299e-01
714           	4.570561e-02	-1.143648e-21	5.337574e-01	2.668787e-01	-2.936484e-03	-2.285280e-02	2.897315e-01	-2.440259e-01	-2.285280e-02	2.285280e-02	2.639422e-01	2.698152e-01
715           	4.569522e-02	-1.143601e-21	5.337310e-01	2.668655e-01	-2.934975e-03	-2.284761e-02	2.897131e-01	-2.440179e-01	-2.284761e-02	2.284761e-02	2.639305e-01	2.698005e-01
716           	4.568480e-02	-1.143565e-21	5.337045e-01	2.668523e-01	-2.933453e-03	-2.284240e-02	2.896947e-01	-2.440099e-01	-2.284240e-02	2.284240e-02	2.639188e-01	2.697857e-01
717           	4.567440e-02	-1.143518e-21	5.336780e-01	2.668390e-01	-2.931921e-03	-2.283720e-02	2.896762e-01	-2.440018e-01	-2.283720e-02	2.283720e-02	2.639071e-01	2.697709e-01
718           	4.566399e-02	-1.143482e-21	5.336514e-01	2.668257e-01	-2.930382e-03	-2.283199e-02	2.896577e-01	-2.439937e-01	-2.283199e-02	2.283199e-02	2.638953e-01	2.697561e-01
719           	4.565360e-02	-1.143435e-21	5.336248e-01	2.668124e-01	-2.928830e-03	-2.282680e-02	2.896392e-01	-2.439856e-01	-2.282680e-02	2.282680e-02	2.638836e-01	2.697412e-01
720           	4.564316e-02	-1.143397e-21	5.335981e-01	2.667991e-01	-2.927267e-03	-2.282158e-02	2.896206e-01	-2.439775e-01	-2.282158e-02	2.282158e-02	2.638718e-01	2.697263e-01
721           	4.563275e-02	-1.143348e-21	5.335714e-01	2.667857e-01	-2.925693e-03	-2.281637e-02	2.896021e-01	-2.439693e-01	-2.281637e-02	2.281637e-02	2.638600e-01	2.697114e-01
722           	4.562235e-02	-1.143311e-21	5.335446e-01	2.667723e-01	-2.924109e-03	-2.281118e-02	2.895835e-01	-2.439611e-01	-2.281118e-02	2.281118e-02	2.638482e-01	2.696964e-01
723           	4.561197e-02	-1.143262e-21	5.335178e-01	2.667589e-01	-2.922514e-03	-2.280599e-02	2.895649e-01	-2.439529e-01	-2.280599e-02	2.280599e-02	2.638364e-01	2.696814e-01
724           	4.560160e-02	-1.143224e-21	5.334909e-01	2.667454e-01	-2.920906e-03	-2.280080e-02	2.895462e-01	-2.439446e-01	-2.280080e-02	2.280080e-02	2.638245e-01	2.696663e-01
725           	4.559118e-02	-1.143174e-21	5.334640e-01	2.667320e-01	-2.919292e-03	-2.279559e-02	2.895276e-01	-2.439364e-01	-2.279559e-02	2.279559e-02	2.638127e-01	2.696513e-01
726           	4.558075e-02	-1.143135e-21	5.334370e-01	2.667185e-01	-2.917669e-03	-2.279038e-02	2.895089e-01	-2.439281e-01	-2.279038e-02	2.279038e-02	2.638008e-01	2.696361e-01
727           	4.557037e-02	-1.143084e-21	5.334099e-01	2.667049e-01	-2.916035e-03	-2.278518e-02	2.894901e-01	-2.439198e-01	-2.278518e-02	2.278518e-02	2.637889e-01	2.696210e-01
728           	4.555995e-02	-1.143046e-21	5.333828e-01	2.666914e-01	-2.914387e-03	-2.277998e-02	2.894714e-01	-2.439114e-01	-2.277998e-02	2.277998e-02	2.637770e-01	2.696058e-01
729           	4.554956e-02	-1.142994e-21	5.333556e-01	2.666778e-01	-2.912733e-03	-2.277478e-02	2.894526e-01	-2.439030e-01	-2.277478e-02	2.277478e-02	2.637651e-01	2.695905e-01
730           	4.553917e-02	-1.142956e-21	5.333284e-01	2.666642e-01	-2.911068e-03	-2.276958e-02	2.894338e-01	-2.438946e-01	-2.276958e-02	2.276958e-02	2.637531e-01	2.695753e-01
731           	4.552877e-02	-1.142902e-21	5.333011e-01	2.666506e-01	-2.909390e-03	-2.276438e-02	2.894149e-01	-2.438862e-01	-2.276438e-02	2.276438e-02	2.637412e-01	2.695600e-01
732           	4.551836e-02	-1.142863e-21	5.332738e-01	2.666369e-01	-2.907706e-03	-2.275918e-02	2.893961e-01	-2.438777e-01	-2.275918e-02	2.275918e-02	2.637292e-01	2.695446e-01
733           	4.550800e-02	-1.142810e-21	5.332464e-01	2.666232e-01	-2.906009e-03	-2.275400e-02	2.893772e-01	-2.438692e-01	-2.275400e-02	2.275400e-02	2.637172e-01	2.695292e-01
734           	4.549758e-02	-1.142770e-21	5.332190e-01	2.666095e-01	-2.904305e-03	-2.274879e-02	2.893583e-01	-2.438607e-01	-2.274879e-02	2.274879e-02	2.637052e-01	2.695138e-01
735           	4.548720e-02	-1.142715e-21	5.331915e-01	2.665958e-01	-2.902590e-03	-2.274360e-02	2.893394e-01	-2.438522e-01	-2.274360e-02	2.274360e-02	2.636932e-01	2.694984e-01
736           	4.547684e-02	-1.142676e-21	5.331640e-01	2.665820e-01	-2.900861e-03	-2.273842e-02	2.893204e-01	-2.438436e-01	-2.273842e-02	2.273842e-02	2.636811e-01	2.694829e-01
737           	4.546644e-02	-1.142619e-21	5.331364e-01	2.665682e-01	-2.899126e-03	-2.273322e-02	2.893014e-01	-2.438350e-01	-2.273322e-02	2.273322e-02	2.636691e-01	2.694673e-01
738           	4.545604e-02	-1.142579e-21	5.331088e-01	2.665544e-01	-2.897381e-03	-2.272802e-02	2.892824e-01	-2.438264e-01	-2.272802e-02	2.272802e-02	2.636570e-01	2.694518e-01
739           	4.544568e-02	-1.142530e-21	5.330811e-01	2.665406e-01	-2.895624e-03	-2.272284e-02	2.892634e-01	-2.438177e-01	-2.272284e-02	2.272284e-02	2.636449e-01	2.694362e-01
740           	4.543528e-02	-1.142486e-21	5.330534e-01	2.665267e-01	-2.893859e-03	-2.271764e-02	2.892444e-01	-2.438091e-01	-2.271764e-02	2.271764e-02	2.636329e-01	2.694206e-01
741           	4.542490e-02	-1.142436e-21	5.330257e-01	2.665128e-01	-2.892085e-03	-2.271245e-02	2.892253e-01	-2.438004e-01	-2.271245e-02	2.271245e-02	2.636208e-01	2.694049e-01
742           	4.541454e-02	-1.142389e-21	5.329978e-01	2.664989e-01	-2.890297e-03	-2.270727e-02	2.892062e-01	-2.437917e-01	-2.270727e-02	2.270727e-02	2.636086e-01	2.693892e-01
743           	4.540419e-02	-1.142340e-21	5.329700e-01	2.664850e-01	-2.888505e-03	-2.270209e-02	2.891871e-01	-2.437829e-01	-2.270209e-02	2.270209e-02	2.635965e-01	2.693735e-01
744           	4.539381e-02	-1.142290e-21	5.329421e-01	2.664710e-01	-2.886701e-03	-2.269690e-02	2.891679e-01	-2.437741e-01	-2.269690e-02	2.269690e-02	2.635843e-01	2.693577e-01
745           	4.538346e-02	-1.142241e-21	5.329141e-01	2.664570e-01	-2.884886e-03	-2.269173e-02	2.891488e-01	-2.437653e-01	-2.269173e-02	2.269173e-02	2.635722e-01	2.693419e-01
746           	4.537310e-02	-1.142191e-21	5.328861e-01	2.664430e-01	-2.883064e-03	-2.268655e-02	2.891296e-01	-2.437565e-01	-2.268655e-02	2.268655e-02	2.635600e-01	2.693261e-01
747           	4.536276e-02	-1.142140e-21	5.328580e-01	2.664290e-01	-2.881232e-03	-2.268138e-02	2.891104e-01	-2.437476e-01	-2.268138e-02	2.268138e-02	2.635478e-01	2.693102e-01
748           	4.535242e-02	-1.142089e-21	5.328299e-01	2.664149e-01	-2.879386e-03	-2.267621e-02	2.890912e-01	-2.437387e-01	-2.267621e-02	2.267621e-02	2.635356e-01	2.692943e-01
749           	4.534208e-02	-1.142038e-21	5.328017e-01	2.664009e-01	-2.877538e-03	-2.267104e-02	2.890719e-01	-2.437298e-01	-2.267104e-02	2.267104e-02	2.635233e-01	2.692784e-01
750           	4.533172e-02	-1.141986e-21	5.327735e-01	2.663868e-01	-2.875679e-03	-2.266586e-02	2.890526e-01	-2.437209e-01	-2.266586e-02	2.266586e-02	2.635111e-01	2.692624e-01
751           	4.532140e-02	-1.141935e-21	5.327452e-01	2.663726e-01	-2.873809e-03	-2.266070e-02	2.890333e-01	-2.437119e-01	-2.266070e-02	2.266070e-02	2.634988e-01	2.692464e-01
752           	4.531108e-02	-1.141882e-21	5.327169e-01	2.663585e-01	-2.871926e-03	-2.265554e-02	2.890140e-01	-2.437029e-01	-2.265554e-02	2.265554e-02	2.634865e-01	2.692304e-01
753           	4.530076e-02	-1.141829e-21	5.326886e-01	2.663443e-01	-2.870041e-03	-2.265038e-02	2.889947e-01	-2.436939e-01	-2.265038e-02	2.265038e-02	2.634743e-01	2.692143e-01
754           	4.529042e-02	-1.141776e-21	5.326602e-01	2.663301e-01	-2.868146e-03	-2.264521e-02	2.889753e-01	-2.436849e-01	-2.264521e-02	2.264521e-02	2.634620e-01	2.691982e-01
